Seed Size,Accuracy,Precision_W,Recall_W,F1score_W,Precision_mi,Recall_mi,F1score_mi
446,0.718894009,0.717999359,0.718894009,0.718308181,0.718894009,0.718894009, 0.71889400921659	
451,0.712749616,0.711826832,0.712749616,0.712150983,0.712749616,0.712749616, 0.7127496159754224	
456,0.712749616,0.712004519,0.712749616,0.71229413,0.712749616,0.712749616, 0.7127496159754224	
461,0.715821813,0.714754957,0.715821813,0.715082203,0.715821813,0.715821813, 0.7158218125960061	
466,0.717357911,0.716227945,0.717357911,0.716546851,0.717357911,0.717357911, 0.7173579109062981	
471,0.715821813,0.714913095,0.715821813,0.715229582,0.715821813,0.715821813, 0.7158218125960061	
476,0.715821813,0.714754957,0.715821813,0.715082203,0.715821813,0.715821813, 0.7158218125960061	
481,0.714285714,0.713287954,0.714285714,0.71361692,0.714285714,0.714285714, 0.7142857142857143	
486,0.712749616,0.712004519,0.712749616,0.71229413,0.712749616,0.712749616, 0.7127496159754224	
491,0.720430108,0.719320031,0.720430108,0.719627863,0.720430108,0.720430108, 0.7204301075268817	
496,0.718894009,0.717845038,0.718894009,0.718162395,0.718894009,0.718894009, 0.71889400921659	
501,0.718894009,0.717707023,0.718894009,0.718010885,0.718894009,0.718894009, 0.71889400921659	
506,0.717357911,0.716376094,0.717357911,0.716696308,0.717357911,0.717357911, 0.7173579109062981	
511,0.720430108,0.719320031,0.720430108,0.719627863,0.720430108,0.720430108, 0.7204301075268817	
516,0.726574501,0.725384879,0.726574501,0.725639724,0.726574501,0.726574501, 0.7265745007680491	
521,0.725038402,0.723782367,0.725038402,0.724020758,0.725038402,0.725038402, 0.7250384024577573	
526,0.725038402,0.724171885,0.725038402,0.724465379,0.725038402,0.725038402, 0.7250384024577573	
531,0.725038402,0.723895335,0.725038402,0.724174581,0.725038402,0.725038402, 0.7250384024577573	
536,0.726574501,0.725504204,0.726574501,0.725789888,0.726574501,0.726574501, 0.7265745007680491	
541,0.726574501,0.725640516,0.726574501,0.725934472,0.726574501,0.726574501, 0.7265745007680491	
546,0.725038402,0.724171885,0.725038402,0.724465379,0.725038402,0.725038402, 0.7250384024577573	
551,0.732718894,0.731688378,0.732718894,0.731951913,0.732718894,0.732718894, 0.7327188940092166	
556,0.732718894,0.731577461,0.732718894,0.731805123,0.732718894,0.732718894, 0.7327188940092166	
561,0.735791091,0.734673751,0.735791091,0.734887823,0.735791091,0.735791091, 0.7357910906298003	
566,0.737327189,0.736385527,0.737327189,0.73664355,0.737327189,0.737327189, 0.7373271889400922	
571,0.738863287,0.737685647,0.738863287,0.737821754,0.738863287,0.738863287, 0.7388632872503841	
576,0.741935484,0.740964637,0.741935484,0.741194951,0.741935484,0.741935484, 0.7419354838709677	
581,0.743471582,0.74256569,0.743471582,0.742803935,0.743471582,0.743471582, 0.7434715821812596	
586,0.740399386,0.739748817,0.740399386,0.739987743,0.740399386,0.740399386, 0.7403993855606759	
591,0.740399386,0.739748817,0.740399386,0.739987743,0.740399386,0.740399386, 0.7403993855606759	
596,0.738863287,0.737872551,0.738863287,0.738113938,0.738863287,0.738863287, 0.7388632872503841	
601,0.740399386,0.739475608,0.740399386,0.739723742,0.740399386,0.740399386, 0.7403993855606759	
606,0.735791091,0.734904937,0.735791091,0.735172636,0.735791091,0.735791091, 0.7357910906298003	
611,0.74500768,0.743962624,0.74500768,0.744135922,0.74500768,0.74500768, 0.7450076804915513	
616,0.741935484,0.740964637,0.741935484,0.741194951,0.741935484,0.741935484, 0.7419354838709677	
621,0.738863287,0.737993078,0.738863287,0.738252024,0.738863287,0.738863287, 0.7388632872503841	
626,0.740399386,0.739475608,0.740399386,0.739723742,0.740399386,0.740399386, 0.7403993855606759	
631,0.74500768,0.744169359,0.74500768,0.7444108,0.74500768,0.74500768, 0.7450076804915513	
636,0.74500768,0.744056724,0.74500768,0.744275963,0.74500768,0.74500768, 0.7450076804915513	
641,0.743471582,0.742689466,0.743471582,0.742936974,0.743471582,0.743471582, 0.7434715821812596	
646,0.743471582,0.742689466,0.743471582,0.742936974,0.743471582,0.743471582, 0.7434715821812596	
651,0.738863287,0.738287851,0.738863287,0.738512297,0.738863287,0.738863287, 0.7388632872503841	
656,0.738863287,0.738287851,0.738863287,0.738512297,0.738863287,0.738863287, 0.7388632872503841	
661,0.740399386,0.739475608,0.740399386,0.739723742,0.740399386,0.740399386, 0.7403993855606759														
666,0.738863287,0.737993078,0.738863287,0.738252024,0.738863287,0.738863287,0.738863287
