Seed Sizes,Accuracy,Precision,Recall,F_Score,Precision_mi,Recall_mi,F1_Score_mi
391,0.751152074,0.75008867,0.751152074,0.750159554,0.751152074,0.751152074, 0.7511520737327188	
396,0.751152074,0.75008867,0.751152074,0.750159554,0.751152074,0.751152074, 0.7511520737327188	
401,0.748079877,0.746895284,0.748079877,0.746448898,0.748079877,0.748079877, 0.7480798771121352	
406,0.755760369,0.754717251,0.755760369,0.754714772,0.755760369,0.755760369, 0.7557603686635945	
411,0.748079877,0.746920664,0.748079877,0.746279187,0.748079877,0.748079877, 0.7480798771121352	
416,0.749615975,0.748563952,0.749615975,0.747563332,0.749615975,0.749615975, 0.7496159754224271	
421,0.75422427,0.753232154,0.75422427,0.75229674,0.75422427,0.75422427, 0.7542242703533028	
426,0.75422427,0.753137848,0.75422427,0.752633071,0.75422427,0.75422427, 0.7542242703533028	
431,0.752688172,0.752079616,0.752688172,0.752296016,0.752688172,0.752688172, 0.7526881720430108	
436,0.757296467,0.756347787,0.757296467,0.756466721,0.757296467,0.757296467, 0.7572964669738863	
441,0.752688172,0.751742742,0.752688172,0.751911216,0.752688172,0.752688172, 0.7526881720430108	
446,0.749615975,0.748450388,0.749615975,0.748238106,0.749615975,0.749615975, 0.7496159754224271	
451,0.75422427,0.753309926,0.75422427,0.752120765,0.75422427,0.75422427, 0.7542242703533028	
456,0.755760369,0.755040245,0.755760369,0.75339792,0.755760369,0.755760369, 0.7557603686635945	
461,0.752688172,0.752164212,0.752688172,0.74991002,0.752688172,0.752688172, 0.7526881720430108	
466,0.755760369,0.754927984,0.755760369,0.753580621,0.755760369,0.755760369, 0.7557603686635945	
471,0.755760369,0.754927984,0.755760369,0.753580621,0.755760369,0.755760369, 0.7557603686635945	
476,0.758832565,0.757789621,0.758832565,0.757505415,0.758832565,0.758832565, 0.7588325652841783	
481,0.755760369,0.754676543,0.755760369,0.754416312,0.755760369,0.755760369, 0.7557603686635945	
486,0.761904762,0.76110933,0.761904762,0.759952862,0.761904762,0.761904762, 0.7619047619047619	
491,0.760368664,0.75970084,0.760368664,0.758141059,0.760368664,0.760368664, 0.7603686635944701	
496,0.755760369,0.754836641,0.755760369,0.753758097,0.755760369,0.755760369, 0.7557603686635945	
501,0.764976959,0.764245674,0.764976959,0.763050244,0.764976959,0.764976959, 0.7649769585253456	
506,0.764976959,0.764156337,0.764976959,0.763216023,0.764976959,0.764976959, 0.7649769585253456	
511,0.764976959,0.764245674,0.764976959,0.763050244,0.764976959,0.764976959, 0.7649769585253456	
516,0.768049155,0.767286445,0.768049155,0.766311239,0.768049155,0.768049155, 0.7680491551459293	
521,0.77265745,0.772147342,0.77265745,0.770711708,0.77265745,0.77265745, 0.7726574500768049	
526,0.766513057,0.765868204,0.766513057,0.764514727,0.766513057,0.766513057, 0.7665130568356376	
531,0.760368664,0.759380412,0.760368664,0.758817245,0.760368664,0.760368664, 0.7603686635944701	
536,0.766513057,0.765993312,0.766513057,0.76434257,0.766513057,0.766513057, 0.7665130568356376	
541,0.755760369,0.755173641,0.755760369,0.753209965,0.755760369,0.755760369, 0.7557603686635945	
546,0.761904762,0.761848567,0.761904762,0.759036588,0.761904762,0.761904762, 0.7619047619047619	
551,0.760368664,0.760165878,0.760368664,0.757580041,0.760368664,0.760368664, 0.7603686635944701	
556,0.76344086,0.763333883,0.76344086,0.760687989,0.76344086,0.76344086, 0.7634408602150536	
561,0.766513057,0.766140467,0.766513057,0.764165405,0.766513057,0.766513057, 0.7665130568356376	
566,0.768049155,0.767382019,0.768049155,0.766147627,0.768049155,0.768049155, 0.7680491551459293	
571,0.766513057,0.765868204,0.766513057,0.764514727,0.766513057,0.766513057, 0.7665130568356376	
576,0.764976959,0.764156337,0.764976959,0.763216023,0.764976959,0.764976959, 0.7649769585253456	
581,0.760368664,0.759429049,0.760368664,0.758655812,0.760368664,0.760368664, 0.7603686635944701	
586,0.760368664,0.75970084,0.760368664,0.758141059,0.760368664,0.760368664, 0.7603686635944701	
591,0.764976959,0.764041574,0.764976959,0.763532686,0.764976959,0.764976959, 0.7649769585253456	
596,0.774193548,0.773654707,0.774193548,0.772342392,0.774193548,0.774193548, 0.7741935483870968	
601,0.764976959,0.764015777,0.764976959,0.763683621,0.764976959,0.764976959, 0.7649769585253456	
606,0.764976959,0.764088367,0.764976959,0.763376829,0.764976959,0.764976959, 0.7649769585253456	
611,0.771121352,0.770518363,0.771121352,0.769245009,0.771121352,0.771121352, 0.7711213517665131	
616,0.766513057,0.765622976,0.766513057,0.765001418,0.766513057,0.766513057, 0.7665130568356376	
621,0.768049155,0.767160052,0.768049155,0.766623762,0.768049155,0.768049155, 0.7680491551459293	
626,0.768049155,0.767286445,0.768049155,0.766311239,0.768049155,0.768049155, 0.7680491551459293	
631,0.775729647,0.77516449,0.775729647,0.773970775,0.775729647,0.775729647, 0.7757296466973888	
636,0.769585253,0.768744258,0.769585253,0.768093504,0.769585253,0.769585253, 0.7695852534562211	
641,0.768049155,0.767161233,0.768049155,0.767190695,0.768049155,0.768049155, 0.7680491551459293	
646,0.76344086,0.762455459,0.76344086,0.76221318,0.76344086,0.76344086, 0.7634408602150536	
651,0.758832565,0.757794912,0.758832565,0.757655269,0.758832565,0.758832565, 0.7588325652841783	
656,0.758832565,0.757820338,0.758832565,0.757800121,0.758832565,0.758832565, 0.7588325652841783	
661,0.751152074,0.750240897,0.751152074,0.750437988,0.751152074,0.751152074, 0.7511520737327188	
666,0.755760369,0.754926016,0.755760369,0.755124704,0.755760369,0.755760369,0.755760369
