weak
support cab
support nrc
we support caa
we support
support caa nrc
support caa and nrc
i support caa
support caa
i support
godi media
no caa
no nrc
reject
shame
hindu muslim
go back
owaisi
hindu muslim bhai
reject caa
reject nrc
reject npr
jai shree ram
jai shri ram
modiji
anti muslim
against constitution
boycott
oppose caa
opposes caa
owaisi sir
shame bjp
modi ji
amit ji
bharat mata
vote for bjp
