10,	50,	20,	base,	svmlin,	0.7487,	0.6685,	0.6207,	0.4615,	0.5294
10,	50,	20,	base,	svmlin,	0.8351,	0.6684,	0.5385,	0.4118,	0.4667
10,	50,	20,	base,	svmlin,	0.6565,	0.6601,	0.5936,	0.6898,	0.6381
50,	40,	10,	base,	svmlin,	0.6935,	0.6774,	0.6704,	0.5634,	0.6122
100,	40,	5,	base,	svmlin,	0.7258,	0.7243,	0.6696,	0.7136,	0.6909
