models/ft_unsupervised_N_2.bin,LR,10,1,318,LR,0.7576687116564417,0.7571416207442552,0.7576687116564417,0.7573403778747776,,0.7576687116564417,0.7576687116564417,0.7576687116564417,
models/ft_unsupervised_N_2.bin,LR,10,1,318,SVM,0.7392638036809815,0.7381312542495096,0.7392638036809815,0.7366273311971162,,0.7392638036809815,0.7392638036809815,0.7392638036809815,
models/ft_unsupervised_N_2.bin,LR,10,1,318,KNN,0.656441717791411,0.6862659723932328,0.656441717791411,0.655471579569813,,0.656441717791411,0.656441717791411,0.656441717791411,
models/ft_unsupervised_N_2.bin,LR,10,2,607,LR,0.7484662576687117,0.7477649287689143,0.7484662576687117,0.7480017626265116,,0.7484662576687117,0.7484662576687117,0.7484662576687117,
models/ft_unsupervised_N_2.bin,LR,10,2,607,SVM,0.7607361963190185,0.7598423983110568,0.7607361963190185,0.7588483483655342,,0.7607361963190185,0.7607361963190185,0.7607361963190185,
models/ft_unsupervised_N_2.bin,LR,10,2,607,KNN,0.6349693251533742,0.65934310593424,0.6349693251533742,0.6348147602945824,,0.6349693251533742,0.6349693251533742,0.6349693251533742,
models/ft_unsupervised_N_2.bin,LR,10,5,1474,LR,0.7361963190184049,0.7354457075472703,0.7361963190184049,0.7357091656814636,,0.7361963190184049,0.7361963190184049,0.7361963190184049,
models/ft_unsupervised_N_2.bin,LR,10,5,1474,SVM,0.7515337423312883,0.7517525800307313,0.7515337423312883,0.7516360535063652,,0.7515337423312883,0.7515337423312883,0.7515337423312883,
models/ft_unsupervised_N_2.bin,LR,10,5,1474,KNN,0.7055214723926381,0.7095766850305497,0.7055214723926381,0.7065958439447342,,0.7055214723926381,0.7055214723926381,0.7055214723926381,
models/ft_unsupervised_N_2.bin,LR,20,1,173,LR,0.696319018404908,0.6956145752342469,0.696319018404908,0.6959075621468731,,0.696319018404908,0.696319018404908,0.696319018404908,
models/ft_unsupervised_N_2.bin,LR,20,1,173,SVM,0.7147239263803681,0.7229479585360694,0.7147239263803681,0.7022730282032044,,0.7147239263803681,0.7147239263803681,0.7147239263803682,
models/ft_unsupervised_N_2.bin,LR,20,1,173,KNN,0.647239263803681,0.6643602435396914,0.647239263803681,0.6482856372855007,,0.647239263803681,0.647239263803681,0.647239263803681,
