model,expansion_algo,batch_size,top_n_uncertain,final_expansion_size,classification_algo,accuracy,precision_weighted,recall_weighted,f1_score_weighted,,precision_micro,recall_micro,f1_score_micro
models/ft_unsupervised_N_3.bin,lr,30,2,196,lr,0.728110599,0.733648315,0.728110599,0.729232632,,0.728110599,0.728110599,0.728110599
models/ft_unsupervised_N_3.bin,lr,30,2,196,svm,0.686635945,0.72604467,0.686635945,0.684356109,,0.686635945,0.686635945,0.686635945
models/ft_unsupervised_N_3.bin,lr,30,2,196,knn,0.629800307,0.63350962,0.629800307,0.598599145,,0.629800307,0.629800307,0.629800307
models/ft_unsupervised_N_3.bin,lr,30,5,451,lr,0.728110599,0.729303055,0.728110599,0.728567527,,0.728110599,0.728110599,0.728110599
models/ft_unsupervised_N_3.bin,lr,30,5,451,svm,0.68202765,0.731367543,0.68202765,0.642758749,,0.68202765,0.68202765,0.68202765
models/ft_unsupervised_N_3.bin,lr,30,5,451,knn,0.594470046,0.584799793,0.594470046,0.573007651,,0.594470046,0.594470046,0.594470046
models/ft_unsupervised_N_3.bin,lr,40,1,90,lr,0.700460829,0.703333104,0.700460829,0.690156568,,0.700460829,0.700460829,0.700460829
models/ft_unsupervised_N_3.bin,lr,40,1,90,svm,0.614439324,0.66629244,0.614439324,0.606346423,,0.614439324,0.614439324,0.614439324
models/ft_unsupervised_N_3.bin,lr,40,1,90,knn,0.583717358,0.573732364,0.583717358,0.569940198,,0.583717358,0.583717358,0.583717358
models/ft_unsupervised_N_3.bin,lr,40,2,154,lr,0.721966206,0.722084469,0.721966206,0.722023628,,0.721966206,0.721966206,0.721966206
models/ft_unsupervised_N_3.bin,lr,40,2,154,svm,0.56374808,0.695032118,0.56374808,0.520930762,,0.56374808,0.56374808,0.56374808
models/ft_unsupervised_N_3.bin,lr,40,2,154,knn,0.592933948,0.582988009,0.592933948,0.566767894,,0.592933948,0.592933948,0.592933948
models/ft_unsupervised_N_3.bin,lr,40,5,346,lr,0.735791091,0.735290508,0.735791091,0.732046009,,0.735791091,0.735791091,0.735791091
models/ft_unsupervised_N_3.bin,lr,40,5,346,svm,0.583717358,0.702502681,0.583717358,0.451897659,,0.583717358,0.583717358,0.583717358
models/ft_unsupervised_N_3.bin,lr,40,5,346,knn,0.623655914,0.622182858,0.623655914,0.597331685,,0.623655914,0.623655914,0.623655914
models/ft_unsupervised_N_3.bin,lr,50,1,77,lr,0.698924731,0.696954773,0.698924731,0.696975512,,0.698924731,0.698924731,0.698924731
models/ft_unsupervised_N_3.bin,lr,50,1,77,svm,0.531490015,0.668752077,0.531490015,0.473961829,,0.531490015,0.531490015,0.531490015
models/ft_unsupervised_N_3.bin,lr,50,1,77,knn,0.596006144,0.592706301,0.596006144,0.546113773,,0.596006144,0.596006144,0.596006144
models/ft_unsupervised_N_3.bin,lr,50,2,128,lr,0.706605223,0.719829759,0.706605223,0.707791564,,0.706605223,0.706605223,0.706605223
models/ft_unsupervised_N_3.bin,lr,50,2,128,svm,0.542242704,0.671630523,0.542242704,0.492135397,,0.542242704,0.542242704,0.542242704
models/ft_unsupervised_N_3.bin,lr,50,2,128,knn,0.620583717,0.623160751,0.620583717,0.585219029,,0.620583717,0.620583717,0.620583717
models/ft_unsupervised_N_3.bin,lr,50,5,281,lr,0.751152074,0.750611901,0.751152074,0.750817601,,0.751152074,0.751152074,0.751152074
models/ft_unsupervised_N_3.bin,lr,50,5,281,svm,0.714285714,0.739766916,0.714285714,0.714343693,,0.714285714,0.714285714,0.714285714
models/ft_unsupervised_N_3.bin,lr,50,5,281,knn,0.640552995,0.639294984,0.640552995,0.622118483,,0.640552995,0.640552995,0.640552995
models/ft_unsupervised_N_3.bin,lr,100,1,51,lr,0.703533026,0.705456937,0.703533026,0.704214796,,0.703533026,0.703533026,0.703533026
models/ft_unsupervised_N_3.bin,lr,100,1,51,svm,0.485407066,0.622015082,0.485407066,0.397717778,,0.485407066,0.485407066,0.485407066
models/ft_unsupervised_N_3.bin,lr,100,1,51,knn,0.579109063,0.57946342,0.579109063,0.579280824,,0.579109063,0.579109063,0.579109063
models/ft_unsupervised_N_3.bin,lr,100,2,76,lr,0.686635945,0.684265924,0.686635945,0.681915175,,0.686635945,0.686635945,0.686635945
models/ft_unsupervised_N_3.bin,lr,100,2,76,svm,0.560675883,0.680689466,0.560675883,0.520385414,,0.560675883,0.560675883,0.560675883
models/ft_unsupervised_N_3.bin,lr,100,2,76,knn,0.597542243,0.588835209,0.597542243,0.570545852,,0.597542243,0.597542243,0.597542243
models/ft_unsupervised_N_3.bin,lr,100,5,151,lr,0.688172043,0.6872518,0.688172043,0.68048329,,0.688172043,0.688172043,0.688172043
models/ft_unsupervised_N_3.bin,lr,100,5,151,svm,0.703533026,0.708786926,0.703533026,0.691711328,,0.703533026,0.703533026,0.703533026
models/ft_unsupervised_N_3.bin,lr,100,5,151,knn,0.626728111,0.630515281,0.626728111,0.59362787,,0.626728111,0.626728111,0.626728111
models/ft_unsupervised_N_3.bin,svm,10,1,283,lr,0.738863287,0.73761947,0.738863287,0.737667606,,0.738863287,0.738863287,0.738863287
models/ft_unsupervised_N_3.bin,svm,10,1,283,svm,0.712749616,0.718834577,0.712749616,0.713965816,,0.712749616,0.712749616,0.712749616
models/ft_unsupervised_N_3.bin,svm,10,1,283,knn,0.617511521,0.617375983,0.617511521,0.584440844,,0.617511521,0.617511521,0.617511521
models/ft_unsupervised_N_3.bin,svm,10,2,540,lr,0.746543779,0.746071153,0.746543779,0.746263067,,0.746543779,0.746543779,0.746543779
models/ft_unsupervised_N_3.bin,svm,10,2,540,svm,0.740399386,0.744942924,0.740399386,0.741400223,,0.740399386,0.740399386,0.740399386
models/ft_unsupervised_N_3.bin,svm,10,2,540,knn,0.657450077,0.655526973,0.657450077,0.645666229,,0.657450077,0.657450077,0.657450077
models/ft_unsupervised_N_3.bin,svm,10,5,1311,lr,0.757296467,0.757990991,0.757296467,0.757579167,,0.757296467,0.757296467,0.757296467
models/ft_unsupervised_N_3.bin,svm,10,5,1311,svm,0.75422427,0.755795406,0.75422427,0.75475323,,0.75422427,0.75422427,0.75422427
models/ft_unsupervised_N_3.bin,svm,10,5,1311,knn,0.649769585,0.655702362,0.649769585,0.624931612,,0.649769585,0.649769585,0.649769585
models/ft_unsupervised_N_3.bin,svm,20,1,154,lr,0.741935484,0.740682104,0.741935484,0.740596196,,0.741935484,0.741935484,0.741935484
models/ft_unsupervised_N_3.bin,svm,20,1,154,svm,0.700460829,0.728920457,0.700460829,0.700066406,,0.700460829,0.700460829,0.700460829
models/ft_unsupervised_N_3.bin,svm,20,1,154,knn,0.623655914,0.619622817,0.623655914,0.60342583,,0.623655914,0.623655914,0.623655914
models/ft_unsupervised_N_3.bin,svm,20,2,282,lr,0.740399386,0.741267572,0.740399386,0.740747675,,0.740399386,0.740399386,0.740399386
models/ft_unsupervised_N_3.bin,svm,20,2,282,svm,0.708141321,0.720353303,0.708141321,0.709371691,,0.708141321,0.708141321,0.708141321
models/ft_unsupervised_N_3.bin,svm,20,2,282,knn,0.620583717,0.618276342,0.620583717,0.594044597,,0.620583717,0.620583717,0.620583717
models/ft_unsupervised_N_3.bin,svm,20,5,666,lr,0.751152074,0.752424292,0.751152074,0.751610618,,0.751152074,0.751152074,0.751152074
models/ft_unsupervised_N_3.bin,svm,20,5,666,svm,0.749615975,0.748570291,0.749615975,0.748689293,,0.749615975,0.749615975,0.749615975
models/ft_unsupervised_N_3.bin,svm,20,5,666,knn,0.660522273,0.663616156,0.660522273,0.642273912,,0.660522273,0.660522273,0.660522273
models/ft_unsupervised_N_3.bin,svm,30,1,111,lr,0.718894009,0.718550287,0.718894009,0.713733689,,0.718894009,0.718894009,0.718894009
models/ft_unsupervised_N_3.bin,svm,30,1,111,svm,0.675883257,0.701374104,0.675883257,0.675747123,,0.675883257,0.675883257,0.675883257
models/ft_unsupervised_N_3.bin,svm,30,1,111,knn,0.552995392,0.537218111,0.552995392,0.533212528,,0.552995392,0.552995392,0.552995392
models/ft_unsupervised_N_3.bin,svm,30,2,196,lr,0.726574501,0.725317817,0.726574501,0.723392611,,0.726574501,0.726574501,0.726574501
models/ft_unsupervised_N_3.bin,svm,30,2,196,svm,0.731182796,0.736228546,0.731182796,0.732258226,,0.731182796,0.731182796,0.731182796
models/ft_unsupervised_N_3.bin,svm,30,2,196,knn,0.626728111,0.623792849,0.626728111,0.60539729,,0.626728111,0.626728111,0.626728111
models/ft_unsupervised_N_3.bin,svm,30,5,451,lr,0.735791091,0.737428612,0.735791091,0.736359722,,0.735791091,0.735791091,0.735791091
models/ft_unsupervised_N_3.bin,svm,30,5,451,svm,0.752688172,0.751785118,0.752688172,0.750481006,,0.752688172,0.752688172,0.752688172
models/ft_unsupervised_N_3.bin,svm,30,5,451,knn,0.657450077,0.665154533,0.657450077,0.633489656,,0.657450077,0.657450077,0.657450077
models/ft_unsupervised_N_3.bin,svm,40,1,90,lr,0.740399386,0.739154919,0.740399386,0.738271185,,0.740399386,0.740399386,0.740399386
models/ft_unsupervised_N_3.bin,svm,40,1,90,svm,0.731182796,0.729892557,0.731182796,0.730031982,,0.731182796,0.731182796,0.731182796
models/ft_unsupervised_N_3.bin,svm,40,1,90,knn,0.609831029,0.607099119,0.609831029,0.575666029,,0.609831029,0.609831029,0.609831029
models/ft_unsupervised_N_3.bin,svm,40,2,154,lr,0.749615975,0.750197004,0.749615975,0.749862111,,0.749615975,0.749615975,0.749615975
models/ft_unsupervised_N_3.bin,svm,40,2,154,svm,0.717357911,0.716917172,0.717357911,0.717110313,,0.717357911,0.717357911,0.717357911
models/ft_unsupervised_N_3.bin,svm,40,2,154,knn,0.617511521,0.611726454,0.617511521,0.599415292,,0.617511521,0.617511521,0.617511521
models/ft_unsupervised_N_3.bin,svm,40,5,346,lr,0.732718894,0.731484136,0.732718894,0.731652854,,0.732718894,0.732718894,0.732718894
models/ft_unsupervised_N_3.bin,svm,40,5,346,svm,0.721966206,0.731960386,0.721966206,0.72320425,,0.721966206,0.721966206,0.721966206
models/ft_unsupervised_N_3.bin,svm,40,5,346,knn,0.632872504,0.637042978,0.632872504,0.602718182,,0.632872504,0.632872504,0.632872504
models/ft_unsupervised_N_3.bin,svm,50,1,77,lr,0.734254992,0.733077838,0.734254992,0.733271459,,0.734254992,0.734254992,0.734254992
models/ft_unsupervised_N_3.bin,svm,50,1,77,svm,0.685099846,0.708206464,0.685099846,0.685346544,,0.685099846,0.685099846,0.685099846
models/ft_unsupervised_N_3.bin,svm,50,1,77,knn,0.585253456,0.575490469,0.585253456,0.53345897,,0.585253456,0.585253456,0.585253456
models/ft_unsupervised_N_3.bin,svm,50,2,128,lr,0.708141321,0.719048391,0.708141321,0.709419488,,0.708141321,0.708141321,0.708141321
models/ft_unsupervised_N_3.bin,svm,50,2,128,svm,0.642089094,0.71625083,0.642089094,0.630196975,,0.642089094,0.642089094,0.642089094
models/ft_unsupervised_N_3.bin,svm,50,2,128,knn,0.614439324,0.61168064,0.614439324,0.584387445,,0.614439324,0.614439324,0.614439324
models/ft_unsupervised_N_3.bin,svm,50,5,281,lr,0.749615975,0.749322795,0.749615975,0.74945335,,0.749615975,0.749615975,0.749615975
models/ft_unsupervised_N_3.bin,svm,50,5,281,svm,0.738863287,0.738915426,0.738863287,0.734691034,,0.738863287,0.738863287,0.738863287
models/ft_unsupervised_N_3.bin,svm,50,5,281,knn,0.615975422,0.618632755,0.615975422,0.577003837,,0.615975422,0.615975422,0.615975422
models/ft_unsupervised_N_3.bin,svm,100,1,51,lr,0.628264209,0.696685678,0.628264209,0.553540793,,0.628264209,0.628264209,0.628264209
models/ft_unsupervised_N_3.bin,svm,100,1,51,svm,0.67281106,0.687395489,0.67281106,0.647978658,,0.67281106,0.67281106,0.67281106
models/ft_unsupervised_N_3.bin,svm,100,1,51,knn,0.548387097,0.489311854,0.548387097,0.450342112,,0.548387097,0.548387097,0.548387097
models/ft_unsupervised_N_3.bin,svm,100,2,76,lr,0.67281106,0.676635452,0.67281106,0.656817878,,0.67281106,0.67281106,0.67281106
models/ft_unsupervised_N_3.bin,svm,100,2,76,svm,0.692780338,0.697917807,0.692780338,0.679413329,,0.692780338,0.692780338,0.692780338
models/ft_unsupervised_N_3.bin,svm,100,2,76,knn,0.588325653,0.619198959,0.588325653,0.486365862,,0.588325653,0.588325653,0.588325653
models/ft_unsupervised_N_3.bin,svm,100,5,151,lr,0.728110599,0.726595037,0.728110599,0.726073439,,0.728110599,0.728110599,0.728110599
models/ft_unsupervised_N_3.bin,svm,100,5,151,svm,0.725038402,0.730587371,0.725038402,0.726173114,,0.725038402,0.725038402,0.725038402
models/ft_unsupervised_N_3.bin,svm,100,5,151,knn,0.583717358,0.571320666,0.583717358,0.549525637,,0.583717358,0.583717358,0.583717358
models/ft_unsupervised_N_3.bin,knn,10,1,283,lr,0.735791091,0.734530954,0.735791091,0.733335013,,0.735791091,0.735791091,0.735791091
models/ft_unsupervised_N_3.bin,knn,10,1,283,svm,0.735791091,0.735487353,0.735791091,0.731810834,,0.735791091,0.735791091,0.735791091
models/ft_unsupervised_N_3.bin,knn,10,1,283,knn,0.652841782,0.653429478,0.652841782,0.635596585,,0.652841782,0.652841782,0.652841782
models/ft_unsupervised_N_3.bin,knn,10,2,540,lr,0.735791091,0.735487353,0.735791091,0.731810834,,0.735791091,0.735791091,0.735791091
models/ft_unsupervised_N_3.bin,knn,10,2,540,svm,0.743471582,0.743859542,0.743471582,0.739253758,,0.743471582,0.743471582,0.743471582
models/ft_unsupervised_N_3.bin,knn,10,2,540,knn,0.689708141,0.692881037,0.689708141,0.677554565,,0.689708141,0.689708141,0.689708141
models/ft_unsupervised_N_3.bin,knn,10,5,1311,lr,0.74500768,0.744300437,0.74500768,0.744540454,,0.74500768,0.74500768,0.74500768
models/ft_unsupervised_N_3.bin,knn,10,5,1311,svm,0.748079877,0.747878445,0.748079877,0.747972053,,0.748079877,0.748079877,0.748079877
models/ft_unsupervised_N_3.bin,knn,10,5,1311,knn,0.674347158,0.678699437,0.674347158,0.658170248,,0.674347158,0.674347158,0.674347158
models/ft_unsupervised_N_3.bin,knn,20,1,154,lr,0.709677419,0.711404289,0.709677419,0.70151158,,0.709677419,0.709677419,0.709677419
models/ft_unsupervised_N_3.bin,knn,20,1,154,svm,0.643625192,0.661010502,0.643625192,0.605702765,,0.643625192,0.643625192,0.643625192
models/ft_unsupervised_N_3.bin,knn,20,1,154,knn,0.675883257,0.690426294,0.675883257,0.651937058,,0.675883257,0.675883257,0.675883257
models/ft_unsupervised_N_3.bin,knn,20,2,282,lr,0.723502304,0.728664521,0.723502304,0.714171925,,0.723502304,0.723502304,0.723502304
models/ft_unsupervised_N_3.bin,knn,20,2,282,svm,0.688172043,0.70050324,0.688172043,0.668697941,,0.688172043,0.688172043,0.688172043
models/ft_unsupervised_N_3.bin,knn,20,2,282,knn,0.686635945,0.692531418,0.686635945,0.671565406,,0.686635945,0.686635945,0.686635945
models/ft_unsupervised_N_3.bin,knn,20,5,666,lr,0.743471582,0.743859542,0.743471582,0.739253758,,0.743471582,0.743471582,0.743471582
models/ft_unsupervised_N_3.bin,knn,20,5,666,svm,0.74500768,0.747280909,0.74500768,0.739415744,,0.74500768,0.74500768,0.74500768
models/ft_unsupervised_N_3.bin,knn,20,5,666,knn,0.632872504,0.637042978,0.632872504,0.602718182,,0.632872504,0.632872504,0.632872504
models/ft_unsupervised_N_3.bin,knn,30,1,111,lr,0.731182796,0.734478537,0.731182796,0.732071066,,0.731182796,0.731182796,0.731182796
models/ft_unsupervised_N_3.bin,knn,30,1,111,svm,0.685099846,0.726239562,0.685099846,0.682486233,,0.685099846,0.685099846,0.685099846
models/ft_unsupervised_N_3.bin,knn,30,1,111,knn,0.648233487,0.644818932,0.648233487,0.63748292,,0.648233487,0.648233487,0.648233487
models/ft_unsupervised_N_3.bin,knn,30,2,196,lr,0.726574501,0.726073519,0.726574501,0.722205906,,0.726574501,0.726574501,0.726574501
models/ft_unsupervised_N_3.bin,knn,30,2,196,svm,0.706605223,0.706018765,0.706605223,0.700630543,,0.706605223,0.706605223,0.706605223
models/ft_unsupervised_N_3.bin,knn,30,2,196,knn,0.660522273,0.663134893,0.660522273,0.642834973,,0.660522273,0.660522273,0.660522273
models/ft_unsupervised_N_3.bin,knn,30,5,451,lr,0.749615975,0.74844918,0.749615975,0.748077306,,0.749615975,0.749615975,0.749615975
models/ft_unsupervised_N_3.bin,knn,30,5,451,svm,0.755760369,0.755475447,0.755760369,0.755601734,,0.755760369,0.755760369,0.755760369
models/ft_unsupervised_N_3.bin,knn,30,5,451,knn,0.669738863,0.670131128,0.669738863,0.657034478,,0.669738863,0.669738863,0.669738863
models/ft_unsupervised_N_3.bin,knn,40,1,90,lr,0.678955453,0.687634622,0.678955453,0.660050847,,0.678955453,0.678955453,0.678955453
models/ft_unsupervised_N_3.bin,knn,40,1,90,svm,0.600614439,0.669683679,0.600614439,0.499846663,,0.600614439,0.600614439,0.600614439
models/ft_unsupervised_N_3.bin,knn,40,1,90,knn,0.637480799,0.654012081,0.637480799,0.597062613,,0.637480799,0.637480799,0.637480799
models/ft_unsupervised_N_3.bin,knn,40,2,154,lr,0.669738863,0.707614677,0.669738863,0.630747486,,0.669738863,0.669738863,0.669738863
models/ft_unsupervised_N_3.bin,knn,40,2,154,svm,0.57296467,0.756451257,0.57296467,0.423842667,,0.57296467,0.57296467,0.57296467
models/ft_unsupervised_N_3.bin,knn,40,2,154,knn,0.625192012,0.641449288,0.625192012,0.577335709,,0.625192012,0.625192012,0.625192012
models/ft_unsupervised_N_3.bin,knn,40,5,346,lr,0.709677419,0.707795071,0.709677419,0.706869225,,0.709677419,0.709677419,0.709677419
models/ft_unsupervised_N_3.bin,knn,40,5,346,svm,0.717357911,0.715689357,0.717357911,0.714516016,,0.717357911,0.717357911,0.717357911
models/ft_unsupervised_N_3.bin,knn,40,5,346,knn,0.648233487,0.667266458,0.648233487,0.611239893,,0.648233487,0.648233487,0.648233487
models/ft_unsupervised_N_3.bin,knn,50,1,77,lr,0.726574501,0.727621906,0.726574501,0.726988345,,0.726574501,0.726574501,0.726574501
models/ft_unsupervised_N_3.bin,knn,50,1,77,svm,0.723502304,0.724558043,0.723502304,0.723920799,,0.723502304,0.723502304,0.723502304
models/ft_unsupervised_N_3.bin,knn,50,1,77,knn,0.594470046,0.59561074,0.594470046,0.532975482,,0.594470046,0.594470046,0.594470046
models/ft_unsupervised_N_3.bin,knn,50,2,128,lr,0.738863287,0.738133866,0.738863287,0.735609263,,0.738863287,0.738863287,0.738863287
models/ft_unsupervised_N_3.bin,knn,50,2,128,svm,0.694316436,0.709984094,0.694316436,0.674099101,,0.694316436,0.694316436,0.694316436
models/ft_unsupervised_N_3.bin,knn,50,2,128,knn,0.611367127,0.61828087,0.611367127,0.562291727,,0.611367127,0.611367127,0.611367127
models/ft_unsupervised_N_3.bin,knn,50,5,281,lr,0.748079877,0.756554515,0.748079877,0.749208744,,0.748079877,0.748079877,0.748079877
models/ft_unsupervised_N_3.bin,knn,50,5,281,svm,0.721966206,0.737528728,0.721966206,0.7229595,,0.721966206,0.721966206,0.721966206
models/ft_unsupervised_N_3.bin,knn,50,5,281,knn,0.655913978,0.652284752,0.655913978,0.651036662,,0.655913978,0.655913978,0.655913978
models/ft_unsupervised_N_3.bin,knn,100,1,51,lr,0.662058372,0.68701046,0.662058372,0.626936724,,0.662058372,0.662058372,0.662058372
models/ft_unsupervised_N_3.bin,knn,100,1,51,svm,0.566820276,0.321285226,0.566820276,0.410111141,,0.566820276,0.566820276,0.566820276
models/ft_unsupervised_N_3.bin,knn,100,1,51,knn,0.562211982,0.536851095,0.562211982,0.501877865,,0.562211982,0.562211982,0.562211982
models/ft_unsupervised_N_3.bin,knn,100,2,76,lr,0.708141321,0.708277921,0.708141321,0.701427699,,0.708141321,0.708141321,0.708141321
models/ft_unsupervised_N_3.bin,knn,100,2,76,svm,0.634408602,0.703828591,0.634408602,0.563732719,,0.634408602,0.634408602,0.634408602
models/ft_unsupervised_N_3.bin,knn,100,2,76,knn,0.585253456,0.573331063,0.585253456,0.555024244,,0.585253456,0.585253456,0.585253456
models/ft_unsupervised_N_3.bin,knn,100,5,151,lr,0.718894009,0.71731961,0.718894009,0.717347076,,0.718894009,0.718894009,0.718894009
models/ft_unsupervised_N_3.bin,knn,100,5,151,svm,0.695852535,0.699827422,0.695852535,0.683939623,,0.695852535,0.695852535,0.695852535
models/ft_unsupervised_N_3.bin,knn,100,5,151,knn,0.614439324,0.619086906,0.614439324,0.615862372,,0.614439324,0.614439324,0.614439324
